Cell Number,Frame,Area,Perimeter,Solidity,Extent,Circularity,Convexity,Elongation,Compactness,Centroid_X,Centroid_Y,X_Centroid_Distance,Y_Centroid_Distance,X_Centroid_Velocity,Y_Centroid_Velocity,Area_MA,Centroid_X_MA,Centroid_Y_MA,Circularity_MA,Compactness_MA,Convexity_MA,Elongation_MA,Extent_MA,Perimeter_MA,Solidity_MA,X_Centroid_Distance_MA,X_Centroid_Velocity_MA,Y_Centroid_Distance_MA,Y_Centroid_Velocity_MA
2,12,22370.0,860.9015869776648,0.7869556040244846,0.5628522544283414,0.3792877630800252,0.8724121021890204,0.559783226550236,0.5853920727267198,1309.4954242288782,96.10986857398302,4.615780688543055,0.7560888884513588,4.615780688543055,0.7560888884513588,21762.8,1304.5970057941315,97.38551605096485,0.4044818474826915,0.5758146589708307,0.8947010913787509,0.5788782595751757,0.5737472118737827,832.339350341256,0.7812426077247627,0.37684611455688355,1.881547868338157,-0.5422362184254353,-0.521340228586648
2,13,22964.0,911.9726547895302,0.7965590204308162,0.6040614478114478,0.3469714727791166,0.7933858990413047,0.4954278943702274,0.6308328795724545,1308.3893798989723,98.17391917784359,-1.1060443299058988,2.064050603860565,-1.1060443299058988,2.064050603860565,22399.6,1304.6293359700835,97.48400302101284,0.38754989239107374,0.582818829287363,0.8736750850285577,0.5647921211321408,0.5741992726421086,862.9618900156978,0.7793087934853371,0.032330175952165516,1.537031929733439,0.09848697004798908,0.11938295988677652
2,14,20309.0,744.0315292925759,0.8133360032038446,0.5917540792540793,0.46101570905227,0.9076276705779208,0.5061238655086568,0.6345108317227764,1311.6014712688957,95.3628932985376,3.212091369923428,-2.811025879305987,3.212091369923428,-2.811025879305987,22353.6,1305.406705251858,96.75744092411097,0.3867380946997132,0.5874936595508011,0.8716345668659156,0.5579137657362263,0.5707581055707233,862.776103578071,0.7787997011253909,0.777369281774645,2.2820710355559184,-0.7265620969018585,-0.705666107063071
2,15,18611.0,655.8772003600252,0.897607793961609,0.6517369379464911,0.5436689180204144,0.9925298561614357,0.5959199211522138,0.6023783204990042,1310.1979195099673,90.48808339154265,-1.4035517589284154,-4.874809906994955,-1.4035517589284154,-4.874809906994955,21137.4,1308.9127676894095,95.0977088254877,0.4362345012644887,0.6063234300388297,0.9028110267177045,0.5488818123608886,0.5946492211989963,789.245742854949,0.8154112008831023,3.506062437551509,3.506062437551509,-1.6597320986232744,-1.6597320986232744
2,16,20551.0,800.9604614807105,0.826769119362755,0.6248403770142901,0.4025507748856963,0.8166845452512956,0.41200980562265554,0.695790753417236,1315.356747603523,97.6998296919858,5.158828093555712,7.211746300443153,5.158828093555712,7.211746300443153,20961.0,1311.0081885020472,95.56691882677853,0.4266989275635045,0.6297809715876381,0.8765280146441954,0.513852942640798,0.6070490192909299,794.7486865801013,0.824245508196702,2.095420812637576,2.095420812637576,0.469210001290827,0.469210001290827
2,17,19120.0,738.5168106668144,0.8376412862525191,0.6077558804831532,0.4405315132804058,0.8523106451972743,0.4226222316711453,0.6952861581958036,1317.7016527196654,94.60236820083682,2.3449051161423995,-3.0974614911489766,2.3449051161423995,-3.0974614911489766,20311.0,1312.6494342002047,95.26541875214929,0.43894767760358067,0.6517597886814549,0.8725077232458462,0.48642074366497984,0.6160297445018923,770.2717313179312,0.8343826446423087,1.641245698157445,1.641245698157445,-0.3015000746292401,-0.3015000746292401
2,18,22216.0,898.6234123846127,0.7787982892799551,0.5803552769070011,0.34571663093393395,0.8080493129341166,0.5014056649956107,0.6216764033246123,1309.9975027007563,96.73312207418078,-7.704150018909104,2.130753873343963,-7.704150018909104,2.130753873343963,20161.4,1312.9710587605616,94.97725933141673,0.43869670923454407,0.6499284934318865,0.8754404060244086,0.4876162977900565,0.611288510321003,767.6018828369478,0.8308304984121365,0.3216245603568041,0.3216245603568041,-0.2881594207325605,-0.2881594207325605
2,19,20913.0,922.558441227157,0.7584868707384302,0.5658279220779221,0.3087723674320601,0.7787855437454599,0.5504040711131541,0.5914098491497983,1307.8667967293072,95.35357146272655,-2.1307059714490606,-1.3795506114542349,-2.1307059714490606,-1.3795506114542349,20282.2,1312.2241238526437,94.97539496425452,0.40824804091050215,0.6413082969172909,0.8496719806579165,0.4964723389109559,0.6061032788857715,803.307265223864,0.8198606719190537,-0.7469349079176937,-0.7469349079176937,-0.001864367162210101,-0.001864367162210101
2,20,21527.0,900.1147904132612,0.7918705168291337,0.6144953185658826,0.3338855154005231,0.7339718761914993,0.3551717569322651,0.7177381133401722,1314.3743280531428,98.3001644446509,6.507531323835565,2.946592981924354,6.507531323835565,2.946592981924354,20865.4,1313.0594055612787,96.53781117487617,0.3662913603865238,0.6643802554855245,0.7979603846639292,0.44832270606696617,0.5986549550096498,852.1547832345111,0.7987132164925586,0.8352817086351024,0.8352817086351024,1.5624162106216517,1.5624162106216517
2,21,19680.0,716.9188309203678,0.7991878172588832,0.5750350631136045,0.48116605596724327,0.958492703094527,0.5525677476720094,0.6077426034580238,1312.1637276422766,92.25060365853659,-2.2106004108661637,-6.049560786114313,-2.2106004108661637,-6.049560786114313,20691.2,1312.4208015690297,95.44796596818634,0.38201441660283325,0.646770625493682,0.8263220162325755,0.47643429447683694,0.5886938922295127,835.3464571224428,0.7931969560717842,-0.6386039922492728,-0.6386039922492728,-1.0898452066898414,-1.0898452066898414
2,22,18701.0,657.4629867976521,0.8831224027200605,0.6440625430500069,0.543665879492417,0.9974799233767709,0.5902514784950408,0.6000983421539852,1310.6341671568366,91.33173413186461,-1.5295604854400153,-0.9188695266719833,-1.5295604854400153,-0.9188695266719833,20607.4,1311.0073044564638,94.79383915439189,0.4026412898452355,0.6277330622853183,0.8553558718684748,0.509960143841616,0.5959552247428834,819.1356923486103,0.8022931793652927,-1.4134971125657558,-1.4134971125657558,-0.6541268137944428,-0.6541268137944428
2,23,21003.0,883.3868683519032,0.7841621863799283,0.5985465944713594,0.3382122379268731,0.7715150281697172,0.4587139244183295,0.6490320556757114,1311.3636013902776,97.04389658620198,0.7294342334409976,5.712162454337374,0.7294342334409976,5.712162454337374,20364.8,1311.2805241943684,94.85599405679613,0.40114041124382327,0.6332041927555382,0.8480490149155949,0.5014217957261597,0.5995934882557551,816.0883835420683,0.8033659587852873,0.27321973790426457,0.27321973790426457,0.062154902404239466,0.062154902404239466
2,24,20501.0,935.4284989122459,0.767052044748756,0.5805510718432305,0.2944175643378297,0.7170611635127861,0.42253906643068295,0.6698857673463654,1313.9897624506123,96.06166723574461,2.6261610603346526,-0.9822293504573736,2.6261610603346526,-0.9822293504573736,20282.4,1312.5051173386291,94.99761321139974,0.3982694506249772,0.6488993763948516,0.8357041388690603,0.4758487947896656,0.6025381182088168,818.6623950790861,0.8050789935873522,1.2245931442610072,1.2245931442610072,0.1416191546036117,0.1416191546036117
2,25,18243.0,737.6467529817257,0.8169360978012629,0.5865162037037037,0.4213172609006684,0.8483584894626117,0.4537347002654897,0.6731858528308501,1317.4327007619363,93.34521734363865,3.442938311324042,-2.716449892105956,3.442938311324042,-2.716449892105956,19625.6,1313.116791880388,94.00662379119728,0.41575579972500626,0.6399889242929871,0.8585814615232825,0.49556138345631046,0.596942295236381,786.1687875927789,0.8100921097817781,0.6116745417587026,0.6116745417587026,-0.9909894202024503,-0.9909894202024503
2,26,19125.0,756.3746750430835,0.7914666445952657,0.5604888341832249,0.4200851689817513,0.8912673207772772,0.5498308179695715,0.6044581274496107,1310.158648888889,95.49379555555556,-7.274051873047256,2.148578211916913,-7.274051873047256,2.148578211916913,19514.6,1312.7157761297103,94.65526217060108,0.4035396223279079,0.6393320290913046,0.8451363850598327,0.49501399751582287,0.5940330494503051,794.059956417322,0.8085478752490547,-0.4010157506775158,-0.4010157506775158,0.6486383794037949,0.6486383794037949
2,27,18113.0,742.1320343559643,0.7809010562621255,0.5555112555971293,0.41327381972087196,0.8939165509814392,0.578102700150254,0.587540493657942,1310.230930271076,97.48781538121791,0.07228138218692948,1.994019825662349,0.07228138218692948,1.994019825662349,19397.0,1312.6351287525583,95.88647842047173,0.3774612103735989,0.6368204593920959,0.8244237105807664,0.49258424184686544,0.5763227919597296,810.9937659289847,0.7881036059574676,-0.08064737715212686,-0.08064737715212686,1.2312162498706614,1.2312162498706614
2,28,21512.0,914.8599564173221,0.7002148297636872,0.5107312440645774,0.32298430249932053,0.89663057748702,0.7114748926483763,0.46862133251246346,1291.1268612867239,97.13397917441429,-19.104068984352125,-0.3538362068036207,-19.104068984352125,-0.3538362068036207,19498.8,1308.5877807318475,95.9044949381142,0.37441562328808836,0.6007383147594464,0.8494468204442269,0.5431364354928749,0.5587597218783731,817.2883835420682,0.7713141346342194,-4.047348020710752,-4.047348020710752,0.018016517642462305,0.018016517642462305
2,29,17876.0,669.1787155501902,0.8752876658669148,0.6236176521890807,0.501644404147882,0.9927845440521926,0.6413755597001144,0.5636045814057937,1306.3013783844262,93.7894450660103,15.174517097702392,-3.344534108403991,15.174517097702392,-3.344534108403991,18973.8,1307.0501039186104,95.45005050416735,0.4158609912500989,0.5794820775713321,0.9045914965521081,0.5869037341467611,0.5673730379475432,764.0384268696572,0.7929612588578512,-1.5376768132372036,-1.5376768132372036,-0.4544444339468612,-0.4544444339468612
2,30,18001.0,664.8355697996826,0.8940597993443926,0.6475645729908627,0.5117737452680752,0.9937696807836661,0.6394480893141803,0.5637814988212275,1306.6695805788568,97.57544803066497,0.3682021944305234,3.7860029646546707,0.3682021944305234,3.7860029646546707,18925.4,1304.8974798819943,96.2960966415726,0.4339522881235802,0.5576012067694075,0.933673734816319,0.6240464119564992,0.579582711804975,749.4761902332485,0.8083859991664772,-2.152624036615907,-2.152624036615907,0.8460461374052641,0.8460461374052641
2,31,21678.0,827.7056274847714,0.8036925814703593,0.5961062530935489,0.39762827590120753,0.9819843073864226,0.7453773929151493,0.4584469124112652,1288.5815554940493,98.05093089768428,-18.08802508480744,0.4754828670193092,-18.08802508480744,0.4754828670193092,19436.0,1300.5820612030263,96.80752370999835,0.42946090950747146,0.5283989637617383,0.951817132138148,0.6631557269456148,0.5867061955870397,763.7423807215862,0.8108311865414958,-4.315418678967944,-4.315418678967944,0.5114270684257434,0.5114270684257434
2,32,20458.0,814.5695885154504,0.7783738538218621,0.5647325125600398,0.38745088252664955,0.9702673620901171,0.7244659233570643,0.4732146278330277,1294.964770749829,97.6953719816209,6.38321525577976,-0.3555589160633872,6.38321525577976,-0.3555589160633872,19905.0,1297.528829298777,96.84903503007895,0.424296322068627,0.5055337905967555,0.9670872943598837,0.6924283715869769,0.5885504469796219,778.2298915534834,0.8103257460534431,-3.0532319042493783,-3.0532319042493783,0.041511320080596194,0.041511320080596194
2,33,20319.0,794.0904037956217,0.7904072820632513,0.5480364656381487,0.40492286287676416,0.9777122509537822,0.6991693342157606,0.4920131693063193,1301.053347113539,96.51170825335892,6.08857636370999,-1.1836637282619762,6.08857636370999,-1.1836637282619762,19666.4,1299.5141264641402,96.72458084586788,0.4406840341441157,0.5102121579555267,0.9833036290532361,0.6899672599004537,0.5960114912943362,754.0759810291432,0.8283642365133561,1.9852971653630447,1.9852971653630447,-0.1244541842110749,-0.1244541842110749
2,34,18198.0,684.634559672906,0.8534846637276053,0.5894470896900204,0.48788322789214744,0.992593025344394,0.6310806272723379,0.5600141573390995,1310.328200901198,95.45263655346743,9.274853787658913,-1.05907169989149,9.274853787658913,-1.05907169989149,19730.8,1300.3194909674944,97.05721914335929,0.4379317988929688,0.5094940731421879,0.9832653253116763,0.6879082734148985,0.589177378794524,757.1671498536864,0.8240036360854941,0.805364503354349,0.805364503354349,0.3326382974914253,0.3326382974914253
2,35,17903.0,675.8061325481598,0.8705567712132264,0.6041983058283554,0.4925966101035313,0.9921372252454759,0.6320239373759131,0.561223387961074,1310.89574261297,95.99223817237335,0.5675417117720372,0.5396016189059196,0.5675417117720372,0.5396016189059196,19711.2,1301.1647233743172,96.74057717170098,0.43409637186006,0.5089824509701572,0.9829388342040384,0.686423443027245,0.5805041253620227,759.3612624033818,0.8193030304592609,0.8452324068226517,0.8452324068226517,-0.3166419716583249,-0.3166419716583249
2,36,18048.0,679.906637611548,0.8742915273942741,0.6121286121286121,0.49061450539069995,0.9942646574746796,0.6379216508404577,0.5548971701837501,1309.8847761524823,98.09146941489361,-1.0109664604876798,2.0992312425202613,-1.0109664604876798,2.0992312425202613,18985.2,1305.4253675060038,96.74868487514284,0.45269361775795847,0.5282725025246541,0.9853949042216896,0.6649322946123067,0.5837085971690353,729.8014644287372,0.8334228196440439,4.260644131686604,4.260644131686604,0.00810770344186551,0.00810770344186551
2,37,17953.0,692.0843071412118,0.8858242463117383,0.605701754385965,0.47100865901626043,0.9810621274473098,0.6533050107196368,0.5470153015979481,1309.3598663176072,98.0093889600624,-0.5249098348751886,-0.08208045483121396,-0.5249098348751886,-0.08208045483121396,18484.2,1308.3043866195592,96.81148827083113,0.46940517305588064,0.5430326372776382,0.9875538572931284,0.6507001120848213,0.5919024455342203,705.3044081538894,0.8549128981420191,2.8790191135556142,2.8790191135556142,0.06280339568830015,0.06280339568830015
2,38,17334.0,657.5634918610405,0.9025304592314901,0.6431910946196661,0.5037711239241699,0.9899212477676715,0.6345442926720726,0.5642153442156784,1312.0783985231337,97.49695165570556,2.7185322055265715,-0.5124373043568369,2.7185322055265715,-0.5124373043568369,17887.2,1310.5093969014783,97.00853695130047,0.48917482526536177,0.55747307225951,0.9899956566559063,0.6377751037760836,0.6109333713305237,677.9990257669732,0.8773375335756668,2.2050102819189306,2.2050102819189306,0.19704868046932802,0.19704868046932802
2,39,17462.0,657.2203461105328,0.8902370634718327,0.6337833914053427,0.5080212144289393,0.9924369878610094,0.634030806397013,0.5619978109684675,1312.8846684228613,96.23055320123697,0.8062698997275675,-1.266398454468586,0.8062698997275675,-1.266398454468586,17740.0,1311.020690405811,97.16412028085438,0.4932024225727202,0.5578698029853836,0.9899644491592292,0.6383651396010187,0.6198006316735883,672.5161830544986,0.8846880135245124,0.5112935043326615,0.5112935043326615,0.1555833295539088,0.1555833295539088
2,40,17176.0,657.8416664540924,0.8654204665692548,0.6142402460394092,0.49875715688698735,0.9889810264057354,0.6168584890481541,0.5716229127036285,1315.045095482068,96.06128318584072,2.160427059206768,-0.16927001539625053,2.160427059206768,-0.16927001539625053,17594.6,1311.8505609796305,97.17792928354785,0.4944345319294114,0.5599497079338945,0.9893332093912811,0.6353320499354669,0.6218090197157989,668.9232898356851,0.8836607525957179,0.8298705738196077,0.8298705738196077,0.013809002693474782,0.013809002693474782
2,41,17011.0,674.5340546095175,0.833668218573879,0.5714525665143778,0.4698204838415755,0.9828676527815423,0.621037765322513,0.5620981151075722,1313.1392416671567,96.14810651931104,-1.9058538149113247,0.08682333347032056,-1.9058538149113247,0.08682333347032056,17387.2,1312.5014540825655,96.78925670443134,0.4902757276195865,0.5613898969186589,0.9870538084526537,0.6319552728318778,0.6136738105929521,667.8487732352789,0.8755360908316391,0.6508931029348787,0.6508931029348787,-0.3886725791165134,-0.3886725791165134
2,42,16558.0,661.7056274847714,0.8322694144257351,0.5726637614996196,0.4752127519090495,0.9825355092291057,0.6148611376998384,0.5700535727605255,1313.3334702258728,95.50603696098564,0.1942285587160768,-0.642069558325403,0.1942285587160768,-0.642069558325403,17108.2,1313.2961748642185,96.28858630461598,0.49111654619814427,0.5659975511511744,0.9873484848090129,0.6242664982279182,0.6070662120156831,661.773037303991,0.8648251244544383,0.7947207816531318,0.7947207816531318,-0.5006703998153512,-0.5006703998153512
2,44,16519.0,654.8122292025696,0.8395080550896986,0.5985144927536232,0.4841278357920867,0.9851346373833638,0.6176727493847947,0.5631727744608321,1315.6941243416672,96.95913311943823,2.360654115794432,1.4530961584525954,1.180327057897216,0.7265480792262977,16945.2,1314.0193200279252,96.18102259736253,0.4871878885717277,0.5657890372002052,0.9863911627321513,0.6208921895704627,0.5981308916424746,661.2227847722968,0.8522206436260801,0.7231451637067039,0.4870797521272607,-0.10756370725346472,-0.25287332309872423
2,47,16836.0,675.1553749530773,0.8369873228933632,0.580952380952381,0.4641317968565314,0.9883959653443525,0.6403007979803332,0.5412851353301978,1313.9114207650275,96.30837253504396,-1.782703576639733,-0.650760584394277,-0.5942345255465776,-0.21692019479809233,16820.0,1314.2246704963586,96.19658646412392,0.47841000505724607,0.5616465020725513,0.98558295822882,0.6221461878871267,0.5875646895518822,664.8097905408056,0.8415706955103861,0.2053504684332438,0.20697886707243168,0.015563866761397094,-0.04297767116462552
2,48,17182.0,692.8772003600253,0.8237606673698341,0.5791034715200539,0.4497498603337203,0.9821255785524863,0.6516215582469211,0.5294121386860106,1314.4071912466536,97.78096845536027,0.4957704816260957,1.4725959203163086,0.4957704816260957,1.4725959203163086,16821.2,1314.0970896492756,96.54052351802784,0.46860854574659266,0.5532043472690276,0.9842118686581701,0.62909880172688,0.5805373346480112,671.8168973219922,0.833238735670502,-0.1275808470828906,-0.12595244844370274,0.34393705390390894,0.2853955159778863
2,51,16948.0,729.889393668845,0.7554941381001203,0.5572983459932261,0.3997736945652654,0.9750299169728981,0.7123092600043952,0.46926834372016046,1307.2522940759973,96.52645739910314,-7.154897170656341,-1.2545110562571296,-2.3849657235521136,-0.41817035208570985,16808.6,1312.9197001310436,96.61619369398625,0.45459918789133064,0.5346383929915454,0.9826443214964413,0.6473531006632566,0.5777064905437808,682.8879651338577,0.8176039195757502,-1.1773895182318939,-0.2217748301718605,0.07567017595841889,0.1843967788666802
2,52,16948.0,729.889393668845,0.7554941381001203,0.5572983459932261,0.3997736945652654,0.9750299169728981,0.7123092600043952,0.46926834372016046,1312.6922940759973,95.84645739910314,5.440000000000055,-0.6799999999999926,5.440000000000055,-0.6799999999999926,16886.6,1312.7914649010686,96.68427778160975,0.4395113764225738,0.5144813471834724,0.9811432030451999,0.666842725124168,0.5746334074425021,696.5247183706724,0.8022488643106274,-0.12823522997509826,0.8273794580849352,0.06808408762350097,0.1768106905317623
2,53,15646.0,682.4690834520619,0.7816356097317281,0.5352353585112206,0.4221309795979921,0.9781593122742315,0.6512137221204477,0.5229749260566519,1320.976405471047,95.87730538156717,8.28411139504965,0.030847982464024426,8.28411139504965,0.030847982464024426,16712.0,1313.8479211269446,96.46791223403554,0.4271120051837549,0.5064417775026363,0.9797481380233732,0.6735509196712984,0.5619775805940216,702.0560892205709,0.7906743752390332,1.0564562258759451,2.248136325515422,-0.21636554757421322,0.03767067117930765
2,80,15944.0,768.842712474619,0.7000043903938183,0.4516585932409847,0.33894727386431467,0.9546684696262095,0.7055073367939475,0.44613926567716566,1307.83311590567,102.40772704465631,-13.143289565377017,6.530421663089143,-0.486788502421371,0.2418674690033016,16533.6,1312.632260155073,97.68778313595801,0.4020751005853116,0.4874126035720298,0.9730026388797448,0.6865922274340213,0.5361188230517422,720.7935567248793,0.7632777887391242,-1.2156609718715117,2.269625530140463,1.2198709019224707,0.12942820393958643
2,81,16676.0,759.564537881567,0.7261801079951228,0.5114709851551957,0.3632222041969975,0.9477111209168828,0.6800101369105727,0.48340814375666047,1306.5830151115376,107.83896378028305,-1.2501007941323223,5.43123673562674,-1.2501007941323223,5.43123673562674,16432.4,1311.0674249280498,99.69938220094257,0.384769569357967,0.47821180458615975,0.966119747352624,0.6922699431667517,0.5225923257787706,734.1310242291877,0.7437616768641819,-1.5648352270231953,1.9204512749887794,2.011599064984557,0.9211563670016727
2,82,17523.0,790.0792565073285,0.6909155429382541,0.5355767467449111,0.35275810899856425,0.9247610934095895,0.7025410522743211,0.46404465611801177,1298.6579307196257,107.61455001997375,-7.925084391911923,-0.2244137603093037,-7.925084391911923,-0.2244137603093037,16547.4,1309.3485522567757,101.9170007251167,0.3753664522446268,0.4771670670657301,0.9560659826399622,0.6903163016207369,0.5182480059291077,746.1689967968844,0.7308459578318087,-1.7188726712743119,0.8124275413168174,2.217618524174122,0.9599076853569539
2,83,16447.0,702.4518395093589,0.7727400864499154,0.5417325428194993,0.4188547531762776,0.9633061648580725,0.652764268300036,0.5180152008499274,1306.4498449565272,111.00339514805133,7.791914236901448,3.388845128077577,7.791914236901448,3.388845128077577,16447.2,1308.1000624328815,104.94838827490632,0.37918266396682926,0.4869164384916834,0.9537212322169971,0.678407303279865,0.5151348452943623,740.681485964987,0.7342951475017677,-1.2484898238940332,1.282810388697096,3.031387549789636,1.7736767109724678
2,84,16691.0,781.8244225113895,0.7659584232022395,0.563866085605216,0.3431419031927894,0.8507278860658425,0.6248833857713672,0.5273064618093052,1309.468434485651,110.19365166856392,3.018589529123801,-0.809743479487409,3.018589529123801,-0.809743479487409,16656.2,1305.7984682358024,107.81165753230566,0.3633848486857887,0.4877827456422141,0.9282349469753195,0.6731412360100488,0.5208609907131614,760.5525537768526,0.73115971019587,-2.301594197079203,0.22970601551192651,2.8632692573993497,1.6055584185821812
2,85,17308.0,712.6173157302028,0.780201947349441,0.5630448926480156,0.42829599035309074,0.9617538940562502,0.6431937393763779,0.5247206474431875,1306.2996048070256,109.30512826438643,-3.168829678625343,-0.8885234041774908,-3.168829678625343,-0.8885234041774908,16929.0,1305.4917660160734,109.19113777625168,0.3812545919835439,0.5034990219954184,0.9296520318613275,0.660678516526535,0.5431382505945676,749.3074744279693,0.7471992215869946,-0.3067022197288679,-0.3067022197288679,1.3794802439460228,1.3794802439460225
2,93,15898.0,714.4163056034263,0.7189436078324967,0.5475272076043532,0.39142597343502705,0.9155008992086875,0.6746503782846294,0.4955799875428228,1307.3206164297396,113.38240785004405,1.0210116227140134,4.077279585657621,0.12762645283925167,0.5096599482072026,16773.4,1305.6392862797138,110.29982659020388,0.3868953458311498,0.5059333907526509,0.9232099875196884,0.6596065648013464,0.5503494950843991,740.2778279723411,0.7457519215544692,0.14752026364039922,-0.03115677033455313,1.1086888139521989,0.395164886462115
2,95,16380.0,809.3218971944477,0.6605105044558248,0.49663452792432233,0.3142542643087261,0.8275412509260139,0.6339628112353093,0.5107953345411183,1308.861177045177,113.96247863247864,1.540560615437471,0.5800707824345892,0.7702803077187355,0.2900353912172946,16544.8,1307.6799355448243,111.56941231270487,0.3791945768931822,0.5152835264372723,0.9037660190229733,0.6458909165935439,0.5425610513202812,744.1263561097651,0.7396709138579836,2.040649265110278,1.7079161695915785,1.2695857225009775,0.4980547167674347
